Song_title,Artist,genre,release_date,topic,len,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
hummingbirds,love,country,1967.0,romantic,151.0,5eTdFMC5VJGvIvFmpMouX0,0.492,0.483,6.0,-8.761,1.0,0.0258,0.458,0.0,0.107,0.355,87.648,audio_features,1Hj4IvdyLhEkYCDpn5OWvz,spotify:track:1Hj4IvdyLhEkYCDpn5OWvz,https://api.spotify.com/v1/tracks/1Hj4IvdyLhEkYCDpn5OWvz,https://api.spotify.com/v1/audio-analysis/1Hj4IvdyLhEkYCDpn5OWvz,225040.0,4.0
once in a very blue moon,dolly parton,country,1985.0,music,56.0,6FSZ9gzSBpaysNjdnc2lOq,0.507,0.45,7.0,-6.796,1.0,0.0268,0.359,0.0,0.127,0.327,81.633,audio_features,2mGEqJahn3CSyCG1BTEqMs,spotify:track:2mGEqJahn3CSyCG1BTEqMs,https://api.spotify.com/v1/tracks/2mGEqJahn3CSyCG1BTEqMs,https://api.spotify.com/v1/audio-analysis/2mGEqJahn3CSyCG1BTEqMs,229920.0,3.0
you really got me,oingo boingo,pop,1981.0,night/time,51.0,1Kifs1uq9kjgXBoXThTU8G,0.456,0.95,11.0,-3.858,1.0,0.0853,0.00689,0.0149,0.207,0.562,158.322,audio_features,1JfNuvdAIqI3ggkzXuBvPp,spotify:track:1JfNuvdAIqI3ggkzXuBvPp,https://api.spotify.com/v1/tracks/1JfNuvdAIqI3ggkzXuBvPp,https://api.spotify.com/v1/audio-analysis/1JfNuvdAIqI3ggkzXuBvPp,251893.0,4.0
how high the moon,oscar peterson,jazz,1952.0,violence,140.0,41bMgBeBrWQCV65lQe6X6q,0.656,0.724,6.0,-5.465,0.0,0.124,0.00395,4.98e-05,0.269,0.62,185.748,audio_features,3OWsm3HE35S9x3fgY8tbgh,spotify:track:3OWsm3HE35S9x3fgY8tbgh,https://api.spotify.com/v1/tracks/3OWsm3HE35S9x3fgY8tbgh,https://api.spotify.com/v1/audio-analysis/3OWsm3HE35S9x3fgY8tbgh,283533.0,4.0
blow wind blow,muddy waters,blues,1974.0,music,46.0,06rRqC9plPGW7eApajEF9T,0.654,0.211,9.0,-10.208,0.0,0.0534,0.845,0.0,0.095,0.794,136.104,audio_features,0eRhPoveuBkdw3fNIfa9st,spotify:track:0eRhPoveuBkdw3fNIfa9st,https://api.spotify.com/v1/tracks/0eRhPoveuBkdw3fNIfa9st,https://api.spotify.com/v1/audio-analysis/0eRhPoveuBkdw3fNIfa9st,139867.0,4.0
white light,gene clark,pop,1971.0,violence,93.0,2RHeXAFYmMPQ7dcY1T2fmu,0.658,0.31,2.0,-10.258,1.0,0.254,0.814,0.0,0.171,0.574,121.853,audio_features,5HK21bvVxlYW6Vsk5TPGCi,spotify:track:5HK21bvVxlYW6Vsk5TPGCi,https://api.spotify.com/v1/tracks/5HK21bvVxlYW6Vsk5TPGCi,https://api.spotify.com/v1/audio-analysis/5HK21bvVxlYW6Vsk5TPGCi,158067.0,4.0
on my own,dead moon,blues,1989.0,sadness,28.0,7JdgDiAQxupg5nucbDIhox,0.291,0.815,3.0,-8.0,0.0,0.103,0.00205,0.0447,0.105,0.116,177.991,audio_features,3u697QU7ODqPXv6VvV6VXO,spotify:track:3u697QU7ODqPXv6VvV6VXO,https://api.spotify.com/v1/tracks/3u697QU7ODqPXv6VvV6VXO,https://api.spotify.com/v1/audio-analysis/3u697QU7ODqPXv6VvV6VXO,292480.0,3.0
the difference between us,the dead weather,blues,2010.0,sadness,34.0,1rKVoEcVjKoqP8txvxjjFR,0.571,0.379,11.0,-11.291,0.0,0.0264,0.421,0.0,0.211,0.513,111.977,audio_features,3BaQTu179aFf0Dqe7x25Ke,spotify:track:3BaQTu179aFf0Dqe7x25Ke,https://api.spotify.com/v1/tracks/3BaQTu179aFf0Dqe7x25Ke,https://api.spotify.com/v1/audio-analysis/3BaQTu179aFf0Dqe7x25Ke,133819.0,3.0
get at me,remy ma,hip hop,2007.0,obscene,165.0,6GBcX04loKyCkSDQH4HqyO,0.478,0.703,9.0,-4.234,1.0,0.0579,0.13,0.0,0.166,0.505,154.24,audio_features,5GLgylIFscpfXVEKV8dFGT,spotify:track:5GLgylIFscpfXVEKV8dFGT,https://api.spotify.com/v1/tracks/5GLgylIFscpfXVEKV8dFGT,https://api.spotify.com/v1/audio-analysis/5GLgylIFscpfXVEKV8dFGT,209467.0,4.0
replay,zendaya,pop,2013.0,music,119.0,7d1CFwrBmH34gmS0Hkbfbt,0.257,0.921,9.0,-5.907,0.0,0.302,0.506,5.57e-06,0.139,0.318,189.53,audio_features,1I7JVzjG70FM9NrgSY5von,spotify:track:1I7JVzjG70FM9NrgSY5von,https://api.spotify.com/v1/tracks/1I7JVzjG70FM9NrgSY5von,https://api.spotify.com/v1/audio-analysis/1I7JVzjG70FM9NrgSY5von,206400.0,4.0
don’t look back into the sun,the libertines,rock,2007.0,world/life,35.0,4KspXoCVJXGY1VrvEe1Hdm,0.506,0.733,9.0,-9.839,0.0,0.0346,0.0055,0.0779,0.0387,0.909,122.577,audio_features,3X8FynvSPtlhlsaTBL2aWU,spotify:track:3X8FynvSPtlhlsaTBL2aWU,https://api.spotify.com/v1/tracks/3X8FynvSPtlhlsaTBL2aWU,https://api.spotify.com/v1/audio-analysis/3X8FynvSPtlhlsaTBL2aWU,280573.0,4.0
long hot summer day,turnpike troubadours,country,2010.0,music,89.0,0kOG4bwpKgRlcJw1NA6csR,0.757,0.519,9.0,-11.798,1.0,0.0275,0.207,1.48e-05,0.0832,0.913,116.755,audio_features,4comY70fwmoRVgJC1z5LSy,spotify:track:4comY70fwmoRVgJC1z5LSy,https://api.spotify.com/v1/tracks/4comY70fwmoRVgJC1z5LSy,https://api.spotify.com/v1/audio-analysis/4comY70fwmoRVgJC1z5LSy,240800.0,4.0
this is why i'm hot,mims,pop,2007.0,obscene,162.0,0AA6zq5ArZ1sSH7VIMi4NK,0.667,0.804,2.0,-8.583,1.0,0.0398,0.0328,0.0544,0.0632,0.759,105.799,audio_features,1vP2JEXRsGrFbwOZ0foOQ5,spotify:track:1vP2JEXRsGrFbwOZ0foOQ5,https://api.spotify.com/v1/tracks/1vP2JEXRsGrFbwOZ0foOQ5,https://api.spotify.com/v1/audio-analysis/1vP2JEXRsGrFbwOZ0foOQ5,184382.0,4.0
bury my body,the animals,blues,1965.0,violence,108.0,5NBgkmxyxXPE1BA0UhO8ri,0.721,0.683,10.0,-8.246,0.0,0.14,0.733,6.16e-05,0.109,0.569,87.077,audio_features,4jFjlTTvc4v1HuiWJtIm8u,spotify:track:4jFjlTTvc4v1HuiWJtIm8u,https://api.spotify.com/v1/tracks/4jFjlTTvc4v1HuiWJtIm8u,https://api.spotify.com/v1/audio-analysis/4jFjlTTvc4v1HuiWJtIm8u,157378.0,4.0
pimpin',tony yayo,hip hop,2007.0,obscene,52.0,27EF60TsQ7BkTPrq2uMRxV,0.578,0.73,9.0,-3.861,1.0,0.045,0.0416,0.0,0.0981,0.575,92.035,audio_features,7zuqsNtIkksF5U9OEjqXlk,spotify:track:7zuqsNtIkksF5U9OEjqXlk,https://api.spotify.com/v1/tracks/7zuqsNtIkksF5U9OEjqXlk,https://api.spotify.com/v1/audio-analysis/7zuqsNtIkksF5U9OEjqXlk,158667.0,4.0
get the message,electronic,pop,1991.0,world/life,72.0,5fUh73ihdzB2SaIftDD3EG,0.609,0.532,11.0,-7.17,1.0,0.0279,0.853,4.64e-06,0.131,0.33,97.325,audio_features,5nw6NsvzJZ2SBOq6re3fto,spotify:track:5nw6NsvzJZ2SBOq6re3fto,https://api.spotify.com/v1/tracks/5nw6NsvzJZ2SBOq6re3fto,https://api.spotify.com/v1/audio-analysis/5nw6NsvzJZ2SBOq6re3fto,205813.0,4.0
bumping and boring,the gladiators,reggae,1982.0,obscene,46.0,7fsG6Cgz9mALjwgky6wGa5,0.57,0.657,8.0,-6.987,1.0,0.0356,0.405,1.86e-06,0.0723,0.41,144.247,audio_features,67wABU4SjBlnDHB0KiU3HL,spotify:track:67wABU4SjBlnDHB0KiU3HL,https://api.spotify.com/v1/tracks/67wABU4SjBlnDHB0KiU3HL,https://api.spotify.com/v1/audio-analysis/67wABU4SjBlnDHB0KiU3HL,218800.0,4.0
tukani (monday is grey),the cleaners from venus,pop,1982.0,world/life,23.0,1pyWBXRp3yxygdYW4nnyzj,0.505,0.31,5.0,-10.423,1.0,0.03,0.885,0.00359,0.0996,0.34,82.591,audio_features,1o0yFkUycTAWIIWFOlhDcV,spotify:track:1o0yFkUycTAWIIWFOlhDcV,https://api.spotify.com/v1/tracks/1o0yFkUycTAWIIWFOlhDcV,https://api.spotify.com/v1/audio-analysis/1o0yFkUycTAWIIWFOlhDcV,218133.0,4.0
i lived,onerepublic,pop,2014.0,world/life,75.0,3IQF4xCQUPicbA4hWfTxPo,0.756,0.631,2.0,-8.377,1.0,0.0842,0.559,2.89e-05,0.0627,0.816,116.793,audio_features,5agu1WVIroBrk6IruxUqar,spotify:track:5agu1WVIroBrk6IruxUqar,https://api.spotify.com/v1/tracks/5agu1WVIroBrk6IruxUqar,https://api.spotify.com/v1/audio-analysis/5agu1WVIroBrk6IruxUqar,148093.0,4.0
fly me to the moon,brenda lee,pop,1963.0,music,31.0,6mDWosyeNQErrIaVoxcWjo,0.615,0.665,7.0,-4.659,1.0,0.302,0.259,0.0,0.18,0.626,71.188,audio_features,02iGYvOu2DtyH3hXQRf9hp,spotify:track:02iGYvOu2DtyH3hXQRf9hp,https://api.spotify.com/v1/tracks/02iGYvOu2DtyH3hXQRf9hp,https://api.spotify.com/v1/audio-analysis/02iGYvOu2DtyH3hXQRf9hp,207173.0,4.0
fool for you,the impressions,pop,1968.0,sadness,53.0,7ppPgpUdNPbHhuqYwN2SXu,0.509,0.768,5.0,-8.26,1.0,0.0371,0.0129,0.00635,0.14,0.375,149.787,audio_features,5UNycvPV8A3Jh5LAfmbVIH,spotify:track:5UNycvPV8A3Jh5LAfmbVIH,https://api.spotify.com/v1/tracks/5UNycvPV8A3Jh5LAfmbVIH,https://api.spotify.com/v1/audio-analysis/5UNycvPV8A3Jh5LAfmbVIH,240413.0,4.0
bad habit,the offspring,pop,1994.0,sadness,69.0,5tFzUj1jV09bo4wBQWSbDl,0.486,0.123,10.0,-12.705,1.0,0.0413,0.964,0.0117,0.133,0.265,116.693,audio_features,2YBFTDX53KehUg8RQY820l,spotify:track:2YBFTDX53KehUg8RQY820l,https://api.spotify.com/v1/tracks/2YBFTDX53KehUg8RQY820l,https://api.spotify.com/v1/audio-analysis/2YBFTDX53KehUg8RQY820l,222880.0,4.0
all night long,rainbow,rock,1979.0,night/time,108.0,2BlLttMcD1dSH4Jv2wjWLp,0.706,0.386,4.0,-7.184,1.0,0.0268,0.475,0.0,0.149,0.838,130.91,audio_features,2xJ9e8RECwZUdfLoWWnc1V,spotify:track:2xJ9e8RECwZUdfLoWWnc1V,https://api.spotify.com/v1/tracks/2xJ9e8RECwZUdfLoWWnc1V,https://api.spotify.com/v1/audio-analysis/2xJ9e8RECwZUdfLoWWnc1V,149760.0,4.0
a dream,david axelrod,jazz,1968.0,world/life,34.0,1xxNAeR43Hs4gAl0UnYugu,0.279,0.619,4.0,-13.516,1.0,0.0938,0.459,0.0,0.625,0.248,86.96,audio_features,0DyZoCZpAogHU4MV5MJxBL,spotify:track:0DyZoCZpAogHU4MV5MJxBL,https://api.spotify.com/v1/tracks/0DyZoCZpAogHU4MV5MJxBL,https://api.spotify.com/v1/audio-analysis/0DyZoCZpAogHU4MV5MJxBL,479133.0,4.0
this love,pantera,rock,1992.0,sadness,52.0,0Yfpc5zHc9pElVCQ1bPlF4,0.452,0.931,6.0,-4.351,0.0,0.0734,0.00266,0.0015,0.354,0.386,159.995,audio_features,4S11Hv9PRy2v6x5sAUh3we,spotify:track:4S11Hv9PRy2v6x5sAUh3we,https://api.spotify.com/v1/tracks/4S11Hv9PRy2v6x5sAUh3we,https://api.spotify.com/v1/audio-analysis/4S11Hv9PRy2v6x5sAUh3we,205172.0,4.0
the song is ended,louis armstrong,jazz,1994.0,music,62.0,3yIlLg3MxkxhDJZ9zy8KWW,0.605,0.59,0.0,-11.759,1.0,0.0564,0.614,0.00126,0.124,0.66,103.736,audio_features,0fB5vO8ko1CGRoxcyUl1ZF,spotify:track:0fB5vO8ko1CGRoxcyUl1ZF,https://api.spotify.com/v1/tracks/0fB5vO8ko1CGRoxcyUl1ZF,https://api.spotify.com/v1/audio-analysis/0fB5vO8ko1CGRoxcyUl1ZF,171000.0,4.0
my adobe hacienda,bob wills,country,1967.0,world/life,21.0,63xxuu8o1b1l1epo3JaJB1,0.572,0.697,7.0,-5.812,1.0,0.0281,0.403,2.09e-06,0.0866,0.892,130.926,audio_features,1mTTXx3U3nOjHGxVw2Pg3w,spotify:track:1mTTXx3U3nOjHGxVw2Pg3w,https://api.spotify.com/v1/tracks/1mTTXx3U3nOjHGxVw2Pg3w,https://api.spotify.com/v1/audio-analysis/1mTTXx3U3nOjHGxVw2Pg3w,195347.0,4.0
blame it on texas,mark chesnutt,country,1990.0,sadness,50.0,4sIrP85JzNsDMAtQmusMWG,0.853,0.887,11.0,-5.311,0.0,0.127,0.00387,0.000846,0.121,0.732,104.582,audio_features,79785UYqPGVOK7XstuCHDE,spotify:track:79785UYqPGVOK7XstuCHDE,https://api.spotify.com/v1/tracks/79785UYqPGVOK7XstuCHDE,https://api.spotify.com/v1/audio-analysis/79785UYqPGVOK7XstuCHDE,335872.0,4.0
some heads are gonna roll,judas priest,rock,1984.0,violence,71.0,4vWdaYRTWwZSmFPv9MffcS,0.705,0.408,7.0,-11.488,1.0,0.0597,0.574,1.27e-05,0.583,0.554,111.931,audio_features,5ilgu9Ds54wBPKL297K1iH,spotify:track:5ilgu9Ds54wBPKL297K1iH,https://api.spotify.com/v1/tracks/5ilgu9Ds54wBPKL297K1iH,https://api.spotify.com/v1/audio-analysis/5ilgu9Ds54wBPKL297K1iH,199480.0,4.0
my heroine,silverstein,pop,2005.0,world/life,79.0,6NDoBIaqTHdcudaR8RDJNw,0.728,0.616,4.0,-6.257,0.0,0.275,0.0137,0.0,0.26,0.553,80.067,audio_features,1x8JE8NZfBv6zNEs1au3xM,spotify:track:1x8JE8NZfBv6zNEs1au3xM,https://api.spotify.com/v1/tracks/1x8JE8NZfBv6zNEs1au3xM,https://api.spotify.com/v1/audio-analysis/1x8JE8NZfBv6zNEs1au3xM,236586.0,4.0
right here waiting,richard marx,pop,1989.0,sadness,50.0,4LFwNJWoj74Yd71fIr1W8x,0.574,0.77,0.0,-11.215,1.0,0.0642,0.0395,0.293,0.38,0.712,119.284,audio_features,2AxS4zZL59OdNHdgqS4nwu,spotify:track:2AxS4zZL59OdNHdgqS4nwu,https://api.spotify.com/v1/tracks/2AxS4zZL59OdNHdgqS4nwu,https://api.spotify.com/v1/audio-analysis/2AxS4zZL59OdNHdgqS4nwu,167640.0,4.0
buried in blue,"harry connick, jr.",jazz,1990.0,violence,52.0,009n0zqtbcRTL7T4TiGf41,0.634,0.392,0.0,-9.265,1.0,0.0259,0.553,1.04e-05,0.0883,0.587,82.134,audio_features,5995dMCC91V6Gmgt5u0FUh,spotify:track:5995dMCC91V6Gmgt5u0FUh,https://api.spotify.com/v1/tracks/5995dMCC91V6Gmgt5u0FUh,https://api.spotify.com/v1/audio-analysis/5995dMCC91V6Gmgt5u0FUh,197733.0,4.0
let me down easy,johnny cash,country,1962.0,sadness,18.0,41xaFzQ5PvNnACNSM8Ulhx,0.48,0.449,4.0,-15.153,0.0,0.0582,0.197,0.000526,0.27,0.373,141.027,audio_features,0myRKEG1A20Ep57FDWzRQA,spotify:track:0myRKEG1A20Ep57FDWzRQA,https://api.spotify.com/v1/tracks/0myRKEG1A20Ep57FDWzRQA,https://api.spotify.com/v1/audio-analysis/0myRKEG1A20Ep57FDWzRQA,276427.0,4.0
downside of growing up,maddie & tae,country,2015.0,world/life,80.0,1VMm5rgAijgUtzq8ZZWEKl,0.738,0.911,8.0,-4.959,1.0,0.266,0.376,0.0,0.238,0.772,92.96,audio_features,1sOHZBx4tEuhMobik6PrGA,spotify:track:1sOHZBx4tEuhMobik6PrGA,https://api.spotify.com/v1/tracks/1sOHZBx4tEuhMobik6PrGA,https://api.spotify.com/v1/audio-analysis/1sOHZBx4tEuhMobik6PrGA,236227.0,4.0
best thing that ever happened to me,gladys knight & the pips,pop,1973.0,world/life,48.0,0bYwN4LqZYLfs9ZEHPXjBC,0.51,0.457,8.0,-8.058,1.0,0.0464,0.162,6.11e-05,0.366,0.626,109.331,audio_features,1WjCGtkQQZGyTLa1kFpbGk,spotify:track:1WjCGtkQQZGyTLa1kFpbGk,https://api.spotify.com/v1/tracks/1WjCGtkQQZGyTLa1kFpbGk,https://api.spotify.com/v1/audio-analysis/1WjCGtkQQZGyTLa1kFpbGk,197973.0,4.0
remember the heroes,sammy hagar,rock,1982.0,world/life,90.0,71Ezs8lmP2PHuo7BPpEz3t,0.91,0.675,8.0,-9.49,1.0,0.0596,0.0212,0.0521,0.124,0.928,135.085,audio_features,2urS7T3sIw9MfJD4SCtbYW,spotify:track:2urS7T3sIw9MfJD4SCtbYW,https://api.spotify.com/v1/tracks/2urS7T3sIw9MfJD4SCtbYW,https://api.spotify.com/v1/audio-analysis/2urS7T3sIw9MfJD4SCtbYW,300707.0,4.0
situation,jeff beck,blues,1971.0,world/life,74.0,45N3OZJpMPrKgjbAiYMxSl,0.703,0.736,4.0,-5.709,0.0,0.046,0.186,1.92e-05,0.174,0.274,119.955,audio_features,44aN5xKL3kGHvQ5bXVk6B8,spotify:track:44aN5xKL3kGHvQ5bXVk6B8,https://api.spotify.com/v1/tracks/44aN5xKL3kGHvQ5bXVk6B8,https://api.spotify.com/v1/audio-analysis/44aN5xKL3kGHvQ5bXVk6B8,208330.0,4.0
imagine,keb' mo',blues,2004.0,world/life,46.0,5xSPuhsTwNoQY1mnYzyvo7,0.693,0.586,6.0,-7.418,1.0,0.0324,0.0667,0.0133,0.362,0.459,127.967,audio_features,127qrKbnyZCYnn158P80op,spotify:track:127qrKbnyZCYnn158P80op,https://api.spotify.com/v1/tracks/127qrKbnyZCYnn158P80op,https://api.spotify.com/v1/audio-analysis/127qrKbnyZCYnn158P80op,229013.0,4.0
up in the air,thirty seconds to mars,rock,2013.0,world/life,38.0,0zqwz7SNny9fwqSDpIu4qN,0.606,0.581,9.0,-10.345,0.0,0.0532,0.0424,0.00155,0.061,0.797,92.189,audio_features,401KtyEokKViQObVQfGYAp,spotify:track:401KtyEokKViQObVQfGYAp,https://api.spotify.com/v1/tracks/401KtyEokKViQObVQfGYAp,https://api.spotify.com/v1/audio-analysis/401KtyEokKViQObVQfGYAp,228903.0,4.0
find us (in the back of the club),the beatnuts,hip hop,2017.0,obscene,68.0,6VtY5WnJpl3TlLDsjT5fIq,0.33,0.866,0.0,-9.728,1.0,0.0568,0.00231,0.0185,0.368,0.672,162.256,audio_features,2YJWPZuHhCEQD9ox5EJ6k9,spotify:track:2YJWPZuHhCEQD9ox5EJ6k9,https://api.spotify.com/v1/tracks/2YJWPZuHhCEQD9ox5EJ6k9,https://api.spotify.com/v1/audio-analysis/2YJWPZuHhCEQD9ox5EJ6k9,155200.0,4.0
space song,beach house,pop,2015.0,sadness,55.0,7H0ya83CMmgFcOhw0UB6ow,0.622,0.8,7.0,-9.389,1.0,0.127,0.422,0.191,0.205,0.662,111.322,audio_features,56cbrGLVQTYTgouw88sLrS,spotify:track:56cbrGLVQTYTgouw88sLrS,https://api.spotify.com/v1/tracks/56cbrGLVQTYTgouw88sLrS,https://api.spotify.com/v1/audio-analysis/56cbrGLVQTYTgouw88sLrS,301133.0,4.0
give a damn,"hank williams, jr.",country,1981.0,obscene,69.0,2SFGCYpjUttpEwWiInreFg,0.457,0.906,5.0,-2.278,0.0,0.342,0.249,0.0,0.182,0.54,104.02,audio_features,5UsLjwBaTHBX4ektWIr4XX,spotify:track:5UsLjwBaTHBX4ektWIr4XX,https://api.spotify.com/v1/tracks/5UsLjwBaTHBX4ektWIr4XX,https://api.spotify.com/v1/audio-analysis/5UsLjwBaTHBX4ektWIr4XX,357707.0,5.0
stop the hate,clinton fearon,reggae,2004.0,violence,99.0,0hDtDAEkElUlRYis7NuIWa,0.843,0.126,11.0,-19.159,0.0,0.293,0.68,0.0077,0.0381,0.671,129.796,audio_features,6aOtroyFA4sMug8s67gzmX,spotify:track:6aOtroyFA4sMug8s67gzmX,https://api.spotify.com/v1/tracks/6aOtroyFA4sMug8s67gzmX,https://api.spotify.com/v1/audio-analysis/6aOtroyFA4sMug8s67gzmX,264200.0,4.0
when i fall,steve earle,country,2000.0,sadness,43.0,4t0JQ68Fha6xsR2gjAESZv,0.371,0.0868,5.0,-15.505,1.0,0.032,0.965,0.00103,0.292,0.214,77.844,audio_features,5JMVWtrPX8Dl6HAo4HxD6Q,spotify:track:5JMVWtrPX8Dl6HAo4HxD6Q,https://api.spotify.com/v1/tracks/5JMVWtrPX8Dl6HAo4HxD6Q,https://api.spotify.com/v1/audio-analysis/5JMVWtrPX8Dl6HAo4HxD6Q,243373.0,5.0
the fight song,supersuckers,blues,2003.0,violence,60.0,5NcDoMX2hXGWPFI3an7rmb,0.798,0.914,5.0,-1.974,0.0,0.295,0.215,0.000344,0.088,0.557,86.719,audio_features,66pYH4RZotnmEdnnzZWpWQ,spotify:track:66pYH4RZotnmEdnnzZWpWQ,https://api.spotify.com/v1/tracks/66pYH4RZotnmEdnnzZWpWQ,https://api.spotify.com/v1/audio-analysis/66pYH4RZotnmEdnnzZWpWQ,232667.0,4.0
the executioner,the black angels,blues,2014.0,violence,87.0,67st1xo88lE2buPzGCFW0X,0.44,0.919,7.0,-4.462,1.0,0.0735,0.00222,0.00503,0.0892,0.773,184.324,audio_features,3SO0vfryYv381w1ImgWONG,spotify:track:3SO0vfryYv381w1ImgWONG,https://api.spotify.com/v1/tracks/3SO0vfryYv381w1ImgWONG,https://api.spotify.com/v1/audio-analysis/3SO0vfryYv381w1ImgWONG,149307.0,4.0
narcolepsy,third eye blind,pop,1997.0,sadness,92.0,0DxirjMd0sE5C1annYHtt7,0.578,0.689,3.0,-5.99,1.0,0.0326,0.00113,0.0483,0.147,0.648,119.427,audio_features,5s79RzzNUeBd47TnEWBIxt,spotify:track:5s79RzzNUeBd47TnEWBIxt,https://api.spotify.com/v1/tracks/5s79RzzNUeBd47TnEWBIxt,https://api.spotify.com/v1/audio-analysis/5s79RzzNUeBd47TnEWBIxt,194080.0,4.0
rockin' all night,ritchie valens,pop,1959.0,romantic,64.0,29fYdYrLsmhvnz7krXGCBf,0.479,0.749,6.0,-6.286,0.0,0.0606,0.421,0.0436,0.1,0.856,111.013,audio_features,6x4qzGWMdN7EM7Qy9Vhkxc,spotify:track:6x4qzGWMdN7EM7Qy9Vhkxc,https://api.spotify.com/v1/tracks/6x4qzGWMdN7EM7Qy9Vhkxc,https://api.spotify.com/v1/audio-analysis/6x4qzGWMdN7EM7Qy9Vhkxc,244013.0,4.0
sleeping bag,zz top,rock,1985.0,violence,51.0,1ESuT2y9AKu1zMdxq47qW5,0.701,0.464,5.0,-14.232,1.0,0.0316,0.0351,3.65e-06,0.268,0.578,125.332,audio_features,4SBHlNb2JYPSrn3cfvGaF5,spotify:track:4SBHlNb2JYPSrn3cfvGaF5,https://api.spotify.com/v1/tracks/4SBHlNb2JYPSrn3cfvGaF5,https://api.spotify.com/v1/audio-analysis/4SBHlNb2JYPSrn3cfvGaF5,208653.0,4.0
hey hey hey,uncle kracker,country,2019.0,obscene,78.0,19mWzZZdEwzVTbagLVuTgn,0.444,0.857,9.0,-12.473,1.0,0.0551,0.00743,0.203,0.0583,0.314,152.292,audio_features,4xXfziKZNKDzCU3dbf7QX2,spotify:track:4xXfziKZNKDzCU3dbf7QX2,https://api.spotify.com/v1/tracks/4xXfziKZNKDzCU3dbf7QX2,https://api.spotify.com/v1/audio-analysis/4xXfziKZNKDzCU3dbf7QX2,272067.0,4.0
winter time,steve miller band,blues,1977.0,music,49.0,4yQCgQVUIRBUnLdmXtZ0bo,0.365,0.383,5.0,-9.634,0.0,0.0359,0.0701,6.15e-05,0.117,0.542,170.062,audio_features,1JkUlOXjqL233C5uM4uZni,spotify:track:1JkUlOXjqL233C5uM4uZni,https://api.spotify.com/v1/tracks/1JkUlOXjqL233C5uM4uZni,https://api.spotify.com/v1/audio-analysis/1JkUlOXjqL233C5uM4uZni,311240.0,3.0
basketball,bow wow,pop,2002.0,obscene,122.0,2SrXt0JJEX9PfVSZuJ6dqg,0.821,0.666,10.0,-7.129,0.0,0.135,0.222,0.0,0.14,0.582,123.815,audio_features,65VYeetBIq8z0vdDeoTw2l,spotify:track:65VYeetBIq8z0vdDeoTw2l,https://api.spotify.com/v1/tracks/65VYeetBIq8z0vdDeoTw2l,https://api.spotify.com/v1/audio-analysis/65VYeetBIq8z0vdDeoTw2l,174160.0,4.0
tonight,andy williams,pop,1962.0,night/time,33.0,5cQismQkMmGnQZIpMJtYjq,0.298,0.412,9.0,-7.508,0.0,0.0304,0.418,0.252,0.225,0.501,136.381,audio_features,6Xs5lfOgmATY44P0Mz6iK5,spotify:track:6Xs5lfOgmATY44P0Mz6iK5,https://api.spotify.com/v1/tracks/6Xs5lfOgmATY44P0Mz6iK5,https://api.spotify.com/v1/audio-analysis/6Xs5lfOgmATY44P0Mz6iK5,414348.0,4.0
and the hero will drown,story of the year,pop,2003.0,sadness,50.0,3WsgkhWH001sMkbZVcjreS,0.542,0.498,1.0,-6.332,1.0,0.0299,0.49,0.0,0.101,0.218,117.763,audio_features,6PS1YRjdJ5Muakh2oh0UB2,spotify:track:6PS1YRjdJ5Muakh2oh0UB2,https://api.spotify.com/v1/tracks/6PS1YRjdJ5Muakh2oh0UB2,https://api.spotify.com/v1/audio-analysis/6PS1YRjdJ5Muakh2oh0UB2,201933.0,4.0
"gone, gone, gone",the everly brothers,pop,1964.0,feelings,39.0,0Suvt6p6nR713tBFWXaGtr,0.539,0.788,9.0,-3.227,0.0,0.0396,0.0089,0.0,0.29,0.357,159.986,audio_features,6ubPFMzlIg73d1jzzWcC8B,spotify:track:6ubPFMzlIg73d1jzzWcC8B,https://api.spotify.com/v1/tracks/6ubPFMzlIg73d1jzzWcC8B,https://api.spotify.com/v1/audio-analysis/6ubPFMzlIg73d1jzzWcC8B,196173.0,4.0
214,rivermaya,pop,2001.0,world/life,57.0,7gZ3kWNtIxFgxjsm5OTVMB,0.584,0.389,5.0,-12.879,1.0,0.028,0.661,0.0,0.156,0.28,106.815,audio_features,2IbwuAa7rzD5gQNVSEVKxH,spotify:track:2IbwuAa7rzD5gQNVSEVKxH,https://api.spotify.com/v1/tracks/2IbwuAa7rzD5gQNVSEVKxH,https://api.spotify.com/v1/audio-analysis/2IbwuAa7rzD5gQNVSEVKxH,225667.0,4.0
february seven,the avett brothers,country,2012.0,world/life,84.0,6B6C1OC9RUvrvBECPWtAZo,0.379,0.94,6.0,-9.44,0.0,0.0635,0.00192,0.00102,0.667,0.346,115.519,audio_features,3U61Hscyv1eoDYr8kOPwrq,spotify:track:3U61Hscyv1eoDYr8kOPwrq,https://api.spotify.com/v1/tracks/3U61Hscyv1eoDYr8kOPwrq,https://api.spotify.com/v1/audio-analysis/3U61Hscyv1eoDYr8kOPwrq,266133.0,4.0
